Grid Nifs,,,Ambient,Merlin Data
NIF,Textual Name,Filename,Only,Shadow,Color,Animate,Collide,Ground,MinAngle,MaxAngle,MinScale,MaxScale,Radius,LOD 1,LOD 2,LOD 3,LOD 4,Ref Height,Ref Width,Unique,Local,Terrain
462,dw_tent01,dw_tent01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
463,dw_tower01,dw_tower01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
464,dw_wall02_straight,dw_wall02_straight.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
465,dw_wall_pallisade01,dw_wall_pallisade01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
466,ge_bonfireWR,ge_bonfireWR.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
467,ge_flame_smoke_01,ge_flame_smoke_01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
468,ge_invisiblewall01,ge_invisiblewall01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
469,ge_jump01,ge_jump01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
470,ge_lumber02,ge_lumber02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
471,ge_Lumber_pile04,ge_Lumber_pile04.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
472,ge_rock001,ge_rock001.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
473,ge_rock002,ge_rock002.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
474,ge_rock003,ge_rock003.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
475,ge_rock004,ge_rock004.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
476,ge_rock005,ge_rock005.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
477,ge_rock006,ge_rock006.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
478,ge_rock007,ge_rock007.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
479,ge_rock008,ge_rock008.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
480,ge_rock009,ge_rock009.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
481,ge_rock010,ge_rock010.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
482,ge_rock011,ge_rock011.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
483,go_lobber01_destroyed,go_lobber01_destroyed.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
484,go_lobber02_prop,go_lobber02_prop.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
485,or_altar01,or_altar01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
486,or_banner01,or_banner01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
487,or_banner02,or_banner02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
488,or_banner03,or_banner03.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
489,or_banner04,or_banner04.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
490,or_banner05,or_banner05.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
491,or_banner06,or_banner06.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
492,or_barrier01,or_barrier01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
493,or_barrier02,or_barrier02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
494,or_boulder01,or_boulder01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
495,or_boulder02,or_boulder02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
496,or_boulder03,or_boulder03.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
497,or_boulder04,or_boulder04.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
498,or_boulder05,or_boulder05.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
499,or_bridge01_short,or_bridge01_short.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
500,or_bush01_var00,or_bush01_var00.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
501,or_bush01_var01,or_bush01_var01.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
502,or_bush01_var02,or_bush01_var02.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
503,or_bush02_var00,or_bush02_var00.nif,0,0,0,0,2048,1,0,360,80,120,0,0,0,0,0,16,16,0,0,0
504,or_bush02_var01,or_bush02_var01.nif,0,0,0,0,2048,1,0,360,80,120,0,0,0,0,0,16,16,0,0,0
505,or_bush02_var02,or_bush02_var02.nif,0,0,0,0,2048,1,0,360,80,120,0,0,0,0,0,16,16,0,0,0
506,or_cage01,or_cage01.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
507,or_cage01_hanging,or_cage01_hanging.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
508,or_cage02_hanging,or_cage02_hanging.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
509,or_cliff_plat01,or_cliff_plat01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
510,or_cliff_plat07,or_cliff_plat07.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
511,or_cliff_plat11,or_cliff_plat11.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
512,or_deadorc01,or_deadorc01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
513,or_deadorc02,or_deadorc02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
514,or_deadorc03,or_deadorc03.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
515,or_dwarfpike02,or_dwarfpike02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
516,or_dwarfpike03,or_dwarfpike03.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
517,or_dwarfpike_skel_01,or_dwarfpike_skel_01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
518,or_hut02_c,or_hut02_c.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
519,or_pile_trash01,or_pile_trash01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
520,or_pile_trash02,or_pile_trash02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
521,or_prop_barrel01,or_prop_barrel01.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
522,or_prop_barrel02,or_prop_barrel02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
523,or_prop_barrel03,or_prop_barrel03.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
524,or_prop_chest01,or_prop_chest01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
525,or_prop_chest02,or_prop_chest02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
526,or_prop_crate01,or_prop_crate01.nif,0,0,0,0,2048,0,0,360,85,125,0,0,0,0,0,16,16,0,0,0
527,or_prop_crate02,or_prop_crate02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
528,or_prop_logpile01,or_prop_logpile01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
529,or_prop_table01,or_prop_table01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
530,or_prop_table03,or_prop_table03.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
531,or_Siegetower01,or_Siegetower01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
532,or_stock01_tower,or_stock01_tower.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
533,or_torch01,or_torch01.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
534,or_torch02,or_torch02.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
535,or_torch03,or_torch03.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
536,or_tree_pine01_stump02,or_tree_pine01_stump02.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
537,or_tree_pine01_var00,or_tree_pine01_var00.nif,0,0,0,0,60,0,0,360,80,120,0,0,0,0,0,16,16,0,0,0
538,or_tree_pine01_var01,or_tree_pine01_var01.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
539,or_tree_pine01_var02,or_tree_pine01_var02.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
540,or_tree_pine01_var03,or_tree_pine01_var03.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
541,or_tree_pine01_var04,or_tree_pine01_var04.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
542,or_tree_pine01_var05,or_tree_pine01_var05.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
543,or_tree_pine03_var00,or_tree_pine03_var00.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
544,or_tree_pine03_var01,or_tree_pine03_var01.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
545,or_tree_pine03_var02,or_tree_pine03_var02.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
546,or_tree_pine04_var00,or_tree_pine04_var00.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
547,or_tree_pine04_var02,or_tree_pine04_var02.nif,0,0,0,0,2048,0,0,360,100,100,0,0,0,0,0,16,16,0,0,0
548,vfx_amb_FireBlackSmoke,vfx_amb_FireBlackSmoke.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
549,vfx_fire_house_small,vfx_fire_house_small.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
550,vfx_orc_SiegeTowerFire,vfx_orc_SiegeTowerFire.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
551,vfx_pyro_fire_large,vfx_pyro_fire_large.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
552,vfx_pyro_fire_normal,vfx_pyro_fire_normal.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
553,vfx_pyro_fire_xl,vfx_pyro_fire_xl.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
554,vfx_pyro_inferno,vfx_pyro_inferno.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
555,vfx_PYRO_SquarepitFire,vfx_PYRO_SquarepitFire.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
556,vfx_PYRO_TorchFire,vfx_PYRO_TorchFire.nif,0,0,0,0,2048,0,0,0,65,70,0,0,0,0,0,16,16,0,0,0
557,vfx_SMOK_smolderingblacksmoke_Short,vfx_SMOK_smolderingblacksmoke_Short.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
558,vfx_SMOK_smolderingCampfire_Large,vfx_SMOK_smolderingCampfire_Large.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
559,or_pile_dung01,or_pile_dung01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
560,or_pile_dung02,or_pile_dung02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
561,or_bonfire01,or_bonfire01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
562,or_bonfire02,or_bonfire02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
563,dw_campfire01,dw_campfire01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
564,dw_campfire02,dw_campfire02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
565,vfx_amb_warbossfire,vfx_amb_warbossfire.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
566,dw_brazier_wall01,dw_brazier_wall01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
567,or_pallisade01,or_pallisade01.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
568,or_pallisade02,or_pallisade02.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
569,or_pallisade03,or_pallisade03.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
570,or_pallisade04,or_pallisade04.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
571,or_pallisade05,or_pallisade05.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
572,or_pallisade06,or_pallisade06.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
573,or_pallisade07,or_pallisade07.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
574,or_pallisade08,or_pallisade08.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
575,or_pallisade09,or_pallisade09.nif,0,0,0,0,2048,0,0,0,100,100,0,0,0,0,0,16,16,0,0,0
